,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
212,"Mass density, kg/m3",2088.28,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.0411,10.1016/j.jct.2009.05.006
213,"Mass density, kg/m3",2020.04,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.0776,10.1016/j.jct.2009.05.006
214,"Mass density, kg/m3",1938.53,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.1229,10.1016/j.jct.2009.05.006
215,"Mass density, kg/m3",1867.04,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.1646,10.1016/j.jct.2009.05.006
216,"Mass density, kg/m3",1787.29,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.2132,10.1016/j.jct.2009.05.006
217,"Mass density, kg/m3",1722.15,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.2547,10.1016/j.jct.2009.05.006
218,"Mass density, kg/m3",1633.77,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.3138,10.1016/j.jct.2009.05.006
219,"Mass density, kg/m3",1560.33,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.3655,10.1016/j.jct.2009.05.006
220,"Mass density, kg/m3",1480.67,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.4245,10.1016/j.jct.2009.05.006
221,"Mass density, kg/m3",1410.27,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.4793,10.1016/j.jct.2009.05.006
222,"Mass density, kg/m3",1327.38,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.5474,10.1016/j.jct.2009.05.006
223,"Mass density, kg/m3",1259.71,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.606,10.1016/j.jct.2009.05.006
224,"Mass density, kg/m3",1181.2,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.6776,10.1016/j.jct.2009.05.006
225,"Mass density, kg/m3",1108.57,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.7476,10.1016/j.jct.2009.05.006
226,"Mass density, kg/m3",1034.7,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.823,10.1016/j.jct.2009.05.006
227,"Mass density, kg/m3",962.52,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.9008,10.1016/j.jct.2009.05.006
228,"Excess molar volume, m3/mol",2.5e-08,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.0411,10.1016/j.jct.2009.05.006
229,"Excess molar volume, m3/mol",4.4e-08,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.0776,10.1016/j.jct.2009.05.006
230,"Excess molar volume, m3/mol",8.8e-08,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.1229,10.1016/j.jct.2009.05.006
231,"Excess molar volume, m3/mol",1.07e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.1646,10.1016/j.jct.2009.05.006
232,"Excess molar volume, m3/mol",1.28e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.2132,10.1016/j.jct.2009.05.006
233,"Excess molar volume, m3/mol",1.42e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.2547,10.1016/j.jct.2009.05.006
234,"Excess molar volume, m3/mol",1.62e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.3138,10.1016/j.jct.2009.05.006
235,"Excess molar volume, m3/mol",1.73e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.3655,10.1016/j.jct.2009.05.006
236,"Excess molar volume, m3/mol",1.77e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.4245,10.1016/j.jct.2009.05.006
237,"Excess molar volume, m3/mol",1.82e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.4793,10.1016/j.jct.2009.05.006
238,"Excess molar volume, m3/mol",1.71e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.5474,10.1016/j.jct.2009.05.006
239,"Excess molar volume, m3/mol",1.61e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.606,10.1016/j.jct.2009.05.006
240,"Excess molar volume, m3/mol",1.45e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.6776,10.1016/j.jct.2009.05.006
241,"Excess molar volume, m3/mol",1.22e-07,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.7476,10.1016/j.jct.2009.05.006
242,"Excess molar volume, m3/mol",8.1e-08,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.823,10.1016/j.jct.2009.05.006
243,"Excess molar volume, m3/mol",4.6e-08,"['1,2-dibromoethane', 'butyl ethanoate']","1,2-dibromoethane",Mole fraction,0.9008,10.1016/j.jct.2009.05.006
256,"Mass density, kg/m3",1904.88,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.0468,10.1016/j.jct.2009.05.006
257,"Mass density, kg/m3",1834.95,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.0981,10.1016/j.jct.2009.05.006
258,"Mass density, kg/m3",1771.86,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.1458,10.1016/j.jct.2009.05.006
259,"Mass density, kg/m3",1709.59,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.1939,10.1016/j.jct.2009.05.006
260,"Mass density, kg/m3",1652.62,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.2394,10.1016/j.jct.2009.05.006
261,"Mass density, kg/m3",1584.12,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.2955,10.1016/j.jct.2009.05.006
262,"Mass density, kg/m3",1524.51,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.3458,10.1016/j.jct.2009.05.006
263,"Mass density, kg/m3",1452.85,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.4083,10.1016/j.jct.2009.05.006
264,"Mass density, kg/m3",1329.82,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.5206,10.1016/j.jct.2009.05.006
265,"Mass density, kg/m3",1265.26,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.5824,10.1016/j.jct.2009.05.006
266,"Mass density, kg/m3",1200.31,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.6465,10.1016/j.jct.2009.05.006
267,"Mass density, kg/m3",1140.83,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.7071,10.1016/j.jct.2009.05.006
268,"Mass density, kg/m3",1072.94,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.7784,10.1016/j.jct.2009.05.006
269,"Mass density, kg/m3",1008.73,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.8482,10.1016/j.jct.2009.05.006
270,"Mass density, kg/m3",947.42,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.9172,10.1016/j.jct.2009.05.006
271,"Excess molar volume, m3/mol",2.4e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.0468,10.1016/j.jct.2009.05.006
272,"Excess molar volume, m3/mol",4.5e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.0981,10.1016/j.jct.2009.05.006
273,"Excess molar volume, m3/mol",5.5e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.1458,10.1016/j.jct.2009.05.006
274,"Excess molar volume, m3/mol",8.3e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.1939,10.1016/j.jct.2009.05.006
275,"Excess molar volume, m3/mol",8.9e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.2394,10.1016/j.jct.2009.05.006
276,"Excess molar volume, m3/mol",1.09e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.2955,10.1016/j.jct.2009.05.006
277,"Excess molar volume, m3/mol",1.22e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.3458,10.1016/j.jct.2009.05.006
278,"Excess molar volume, m3/mol",1.27e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.4083,10.1016/j.jct.2009.05.006
279,"Excess molar volume, m3/mol",1.25e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.5206,10.1016/j.jct.2009.05.006
280,"Excess molar volume, m3/mol",1.2e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.5824,10.1016/j.jct.2009.05.006
281,"Excess molar volume, m3/mol",1.07e-07,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.6465,10.1016/j.jct.2009.05.006
282,"Excess molar volume, m3/mol",9.2e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.7071,10.1016/j.jct.2009.05.006
283,"Excess molar volume, m3/mol",7.5e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.7784,10.1016/j.jct.2009.05.006
284,"Excess molar volume, m3/mol",6e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.8482,10.1016/j.jct.2009.05.006
285,"Excess molar volume, m3/mol",2.5e-08,"['1,3-dibromopropane', 'butyl ethanoate']","1,3-dibromopropane",Mole fraction,0.9172,10.1016/j.jct.2009.05.006
301,"Mass density, kg/m3",1754.15,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.06,10.1016/j.jct.2009.05.006
302,"Mass density, kg/m3",1699.34,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.1131,10.1016/j.jct.2009.05.006
303,"Mass density, kg/m3",1648.18,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.1633,10.1016/j.jct.2009.05.006
304,"Mass density, kg/m3",1588.24,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.2229,10.1016/j.jct.2009.05.006
305,"Mass density, kg/m3",1536.73,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.2748,10.1016/j.jct.2009.05.006
306,"Mass density, kg/m3",1426.0,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.3886,10.1016/j.jct.2009.05.006
307,"Mass density, kg/m3",1374.38,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.4426,10.1016/j.jct.2009.05.006
308,"Mass density, kg/m3",1320.28,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.5,10.1016/j.jct.2009.05.006
309,"Mass density, kg/m3",1207.87,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.6216,10.1016/j.jct.2009.05.006
310,"Mass density, kg/m3",1154.38,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.6806,10.1016/j.jct.2009.05.006
311,"Mass density, kg/m3",1041.44,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.8076,10.1016/j.jct.2009.05.006
312,"Mass density, kg/m3",992.97,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.8633,10.1016/j.jct.2009.05.006
313,"Mass density, kg/m3",935.67,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.9298,10.1016/j.jct.2009.05.006
314,"Excess molar volume, m3/mol",1.2e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.06,10.1016/j.jct.2009.05.006
315,"Excess molar volume, m3/mol",2.5e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.1131,10.1016/j.jct.2009.05.006
316,"Excess molar volume, m3/mol",3.1e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.1633,10.1016/j.jct.2009.05.006
317,"Excess molar volume, m3/mol",4e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.2229,10.1016/j.jct.2009.05.006
318,"Excess molar volume, m3/mol",4.7e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.2748,10.1016/j.jct.2009.05.006
319,"Excess molar volume, m3/mol",5e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.3886,10.1016/j.jct.2009.05.006
320,"Excess molar volume, m3/mol",4.9e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.4426,10.1016/j.jct.2009.05.006
321,"Excess molar volume, m3/mol",4.7e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.5,10.1016/j.jct.2009.05.006
322,"Excess molar volume, m3/mol",4.2e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.6216,10.1016/j.jct.2009.05.006
323,"Excess molar volume, m3/mol",3.5e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.6806,10.1016/j.jct.2009.05.006
324,"Excess molar volume, m3/mol",2.3e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.8076,10.1016/j.jct.2009.05.006
325,"Excess molar volume, m3/mol",1.6e-08,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.8633,10.1016/j.jct.2009.05.006
326,"Excess molar volume, m3/mol",7e-09,"['1,4-dibromobutane', 'butyl ethanoate']","1,4-dibromobutane",Mole fraction,0.9298,10.1016/j.jct.2009.05.006
341,"Mass density, kg/m3",1640.82,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.0686,10.1016/j.jct.2009.05.006
342,"Mass density, kg/m3",1592.95,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.1281,10.1016/j.jct.2009.05.006
343,"Mass density, kg/m3",1546.77,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.1854,10.1016/j.jct.2009.05.006
344,"Mass density, kg/m3",1500.2,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.243,10.1016/j.jct.2009.05.006
345,"Mass density, kg/m3",1456.16,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.2973,10.1016/j.jct.2009.05.006
346,"Mass density, kg/m3",1404.62,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.3607,10.1016/j.jct.2009.05.006
347,"Mass density, kg/m3",1358.76,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.4169,10.1016/j.jct.2009.05.006
348,"Mass density, kg/m3",1310.5,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.4759,10.1016/j.jct.2009.05.006
349,"Mass density, kg/m3",1216.52,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.5904,10.1016/j.jct.2009.05.006
350,"Mass density, kg/m3",1166.07,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.6516,10.1016/j.jct.2009.05.006
351,"Mass density, kg/m3",1070.52,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.7671,10.1016/j.jct.2009.05.006
352,"Mass density, kg/m3",1024.43,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.8225,10.1016/j.jct.2009.05.006
353,"Mass density, kg/m3",975.68,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.881,10.1016/j.jct.2009.05.006
354,"Excess molar volume, m3/mol",-6e-09,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.0686,10.1016/j.jct.2009.05.006
355,"Excess molar volume, m3/mol",-1e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.1281,10.1016/j.jct.2009.05.006
356,"Excess molar volume, m3/mol",-1.1e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.1854,10.1016/j.jct.2009.05.006
357,"Excess molar volume, m3/mol",-1.6e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.243,10.1016/j.jct.2009.05.006
358,"Excess molar volume, m3/mol",-2e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.2973,10.1016/j.jct.2009.05.006
359,"Excess molar volume, m3/mol",-2.3e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.3607,10.1016/j.jct.2009.05.006
360,"Excess molar volume, m3/mol",-2.5e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.4169,10.1016/j.jct.2009.05.006
361,"Excess molar volume, m3/mol",-2.7e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.4759,10.1016/j.jct.2009.05.006
362,"Excess molar volume, m3/mol",-2.9e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.5904,10.1016/j.jct.2009.05.006
363,"Excess molar volume, m3/mol",-3e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.6516,10.1016/j.jct.2009.05.006
364,"Excess molar volume, m3/mol",-2.9e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.7671,10.1016/j.jct.2009.05.006
365,"Excess molar volume, m3/mol",-2.7e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.8225,10.1016/j.jct.2009.05.006
366,"Excess molar volume, m3/mol",-1.9e-08,"['1,5-dibromopentane', 'butyl ethanoate']","1,5-dibromopentane",Mole fraction,0.881,10.1016/j.jct.2009.05.006
423,"Mass density, kg/m3",2085.27,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.0377,10.1016/j.jct.2009.05.006
424,"Mass density, kg/m3",2005.97,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.0756,10.1016/j.jct.2009.05.006
425,"Mass density, kg/m3",1934.81,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1117,10.1016/j.jct.2009.05.006
426,"Mass density, kg/m3",1857.84,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1528,10.1016/j.jct.2009.05.006
427,"Mass density, kg/m3",1782.46,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1955,10.1016/j.jct.2009.05.006
428,"Mass density, kg/m3",1712.84,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.2371,10.1016/j.jct.2009.05.006
429,"Mass density, kg/m3",1633.9,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.287,10.1016/j.jct.2009.05.006
430,"Mass density, kg/m3",1517.74,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.3666,10.1016/j.jct.2009.05.006
431,"Mass density, kg/m3",1328.73,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.5139,10.1016/j.jct.2009.05.006
432,"Mass density, kg/m3",1253.45,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.5797,10.1016/j.jct.2009.05.006
433,"Mass density, kg/m3",1181.15,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.6475,10.1016/j.jct.2009.05.006
434,"Mass density, kg/m3",1106.68,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.7224,10.1016/j.jct.2009.05.006
435,"Mass density, kg/m3",1032.76,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.8024,10.1016/j.jct.2009.05.006
436,"Mass density, kg/m3",951.87,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.8971,10.1016/j.jct.2009.05.006
437,"Excess molar volume, m3/mol",4.5e-08,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.0377,10.1016/j.jct.2009.05.006
438,"Excess molar volume, m3/mol",1.03e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.0756,10.1016/j.jct.2009.05.006
439,"Excess molar volume, m3/mol",1.2e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1117,10.1016/j.jct.2009.05.006
440,"Excess molar volume, m3/mol",1.51e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1528,10.1016/j.jct.2009.05.006
441,"Excess molar volume, m3/mol",1.64e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.1955,10.1016/j.jct.2009.05.006
442,"Excess molar volume, m3/mol",1.78e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.2371,10.1016/j.jct.2009.05.006
443,"Excess molar volume, m3/mol",1.9e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.287,10.1016/j.jct.2009.05.006
444,"Excess molar volume, m3/mol",1.97e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.3666,10.1016/j.jct.2009.05.006
445,"Excess molar volume, m3/mol",1.78e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.5139,10.1016/j.jct.2009.05.006
446,"Excess molar volume, m3/mol",1.67e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.5797,10.1016/j.jct.2009.05.006
447,"Excess molar volume, m3/mol",1.47e-07,"['1,2-dibromoethane', 'butyl propanoate']","1,2-dibromoethane",Mole fraction,0.6475,10.1016/j.jct.2009.05.006
